seed,base_return,acceptance,conditional,projection,refinement,bayesfp,bayesfp_projected,refinement_minus_bayesfp_projected,conditional_minus_projection,refinement_minus_projection
120100,454.4652757108339,0.839447021484375,450.670497335918,450.94219209461573,452.5241272806096,428.1190108581138,428.59350043309854,23.930626847511103,-0.27169475869774484,1.5819351859938768
120101,444.38055701786766,0.821258544921875,448.079709281783,448.0795551811041,466.8501133674139,443.67420626883904,444.7149131536321,22.13520021378178,0.0001541006788530197,18.77055818630972
120102,439.074515182524,0.826324462890625,445.24272258883394,440.6385510109409,454.6796818624861,438.8876280491771,439.2698533395253,15.40982852296077,4.604171577893058,14.041130851545184
120103,442.75164114943226,0.82568359375,446.9615777267392,444.59079211449216,461.46600775186374,435.3895619138382,437.6252124436969,23.84079530816681,2.3707856122471007,16.875215637371557
120104,431.42485771394036,0.832061767578125,435.6861067910591,430.70736370545137,460.88232789214385,444.2923470046577,445.1885345811014,15.693793311042409,4.9787430856077775,30.174964186692513
120105,438.89685007582887,0.816680908203125,435.27935747031245,436.98031813623027,464.81535858067593,435.16183016211806,438.80502369956065,26.01033488111529,-1.7009606659178265,27.83504044444566
120106,432.56439962214444,0.833038330078125,433.58892407939163,436.8582048847005,448.25714413868377,452.6586196938923,451.5171645061273,-3.2600203674435564,-3.269280805308866,11.398939253983237
120107,438.5193838141284,0.822906494140625,443.06756333768317,441.935805275318,458.2415174983707,448.41443703196825,446.9292758670101,11.312241631360523,1.1317580623651444,16.305712223052637
